id,machine_id,date,oee,availability,performance,output_quality,status
921,21,2025-02-23,70.68,73.14,65.89,60.13,Offline
922,22,2025-02-23,76.66,59.16,91.23,92.78,Offline
923,23,2025-02-23,74.49,96.49,57.72,93.03,Offline
924,24,2025-02-23,65.78,80.21,98.76,75.86,Offline
925,25,2025-02-23,50.41,68.85,94.8,87.33,Running
926,26,2025-02-23,81.73,52.63,62.93,92.22,Offline
927,27,2025-02-23,67.55,76.27,51.56,98.51,Offline
928,28,2025-02-23,65.85,87.03,62.84,54.05,Running
929,29,2025-02-23,78.02,95.74,66.83,56.12,Offline
930,30,2025-02-23,59.64,72.69,59.75,69.05,Offline
931,31,2025-02-23,58.11,74.29,94.24,82.22,Running
932,32,2025-02-23,98.5,54.21,82.02,87.94,Offline
933,33,2025-02-23,96.03,80.56,84.55,81.65,Offline
934,34,2025-02-23,62.68,62.48,94.47,52.04,Offline
935,35,2025-02-23,59.41,76.0,95.05,60.24,Running
936,36,2025-02-23,96.73,75.97,50.2,90.69,Offline
937,37,2025-02-23,51.12,70.94,85.53,50.57,Running
938,38,2025-02-23,78.65,53.2,93.79,93.4,Offline
939,39,2025-02-23,79.84,98.28,54.23,84.87,Offline
940,40,2025-02-23,73.73,94.77,57.1,93.9,Running
941,41,2025-02-23,87.48,77.76,78.69,98.19,Running
942,42,2025-02-23,52.45,76.32,98.04,59.96,Running
943,43,2025-02-23,58.64,71.25,83.55,56.86,Offline
944,44,2025-02-23,93.51,56.18,77.81,95.53,Offline
945,45,2025-02-23,97.7,84.67,81.61,96.61,Offline
946,46,2025-02-23,69.1,55.91,72.23,91.63,Running
947,47,2025-02-23,96.05,55.58,85.99,65.53,Running
948,48,2025-02-23,68.28,59.86,85.69,98.96,Running
949,49,2025-02-23,52.75,67.75,70.04,94.86,Running
950,50,2025-02-23,96.48,93.49,63.98,98.29,Running
951,1,2025-02-24,81.69,99.22,52.65,99.16,Running
952,2,2025-02-24,50.16,76.26,50.03,97.43,Offline
953,3,2025-02-24,80.07,62.65,89.15,86.19,Offline
954,4,2025-02-24,57.05,95.18,78.57,86.51,Running
955,5,2025-02-24,66.33,65.93,57.8,63.06,Running
956,6,2025-02-24,93.83,82.4,61.77,84.63,Running
957,7,2025-02-24,64.26,51.0,62.38,57.4,Running
958,8,2025-02-24,94.31,83.65,98.85,73.75,Running
959,9,2025-02-24,50.05,85.67,69.07,75.38,Offline
960,10,2025-02-24,70.53,67.4,62.71,79.64,Running
961,11,2025-02-24,94.04,78.35,84.46,52.43,Running
962,12,2025-02-24,75.58,82.44,76.05,53.81,Running
963,13,2025-02-24,95.46,71.11,73.5,62.08,Running
964,14,2025-02-24,55.07,59.65,59.0,78.1,Offline
965,15,2025-02-24,52.23,64.66,54.59,82.3,Offline
966,16,2025-02-24,94.95,53.02,87.01,56.53,Running
967,17,2025-02-24,71.37,94.36,72.08,67.53,Offline
968,18,2025-02-24,57.38,72.52,72.8,61.6,Offline
969,19,2025-02-24,95.58,74.88,76.35,93.11,Offline
970,20,2025-02-24,98.13,73.74,63.43,88.8,Running
971,21,2025-02-24,65.77,52.63,69.61,97.63,Running
972,22,2025-02-24,58.45,91.41,67.61,96.46,Offline
973,23,2025-02-24,69.15,72.73,70.63,65.89,Offline
974,24,2025-02-24,84.91,79.82,58.02,52.24,Offline
975,25,2025-02-24,63.44,78.2,98.89,92.95,Running
976,26,2025-02-24,79.62,52.31,93.22,51.59,Offline
977,27,2025-02-24,72.81,94.4,89.56,62.86,Offline
978,28,2025-02-24,66.11,66.98,64.67,76.6,Offline
979,29,2025-02-24,92.17,66.65,83.42,54.08,Running
980,30,2025-02-24,94.16,56.39,59.97,68.99,Running
981,31,2025-02-24,56.47,70.05,70.15,72.32,Offline
982,32,2025-02-24,52.74,76.34,93.36,83.48,Running
983,33,2025-02-24,60.02,50.14,52.72,86.05,Running
984,34,2025-02-24,89.21,68.83,83.2,57.33,Offline
985,35,2025-02-24,91.24,90.41,62.02,64.94,Running
986,36,2025-02-24,85.92,91.41,54.25,51.54,Offline
987,37,2025-02-24,62.62,73.79,59.8,53.7,Running
988,38,2025-02-24,74.71,82.98,69.19,68.15,Running
989,39,2025-02-24,59.67,55.74,56.56,90.32,Offline
990,40,2025-02-24,93.36,53.77,53.05,80.88,Offline
991,41,2025-02-24,54.36,86.04,95.77,58.71,Running
992,42,2025-02-24,70.27,65.47,74.86,81.74,Offline
993,43,2025-02-24,92.34,55.13,82.5,67.42,Running
994,44,2025-02-24,82.01,71.84,87.23,86.05,Offline
995,45,2025-02-24,94.48,78.68,52.72,93.13,Offline
996,46,2025-02-24,81.59,86.55,61.18,51.73,Offline
997,47,2025-02-24,95.13,87.19,72.99,59.59,Running
998,48,2025-02-24,52.87,91.58,95.66,60.36,Running
999,49,2025-02-24,58.32,74.78,83.28,74.14,Offline
1000,50,2025-02-24,97.55,60.22,82.89,84.49,Offline
1001,1,2025-02-25,50.59,71.33,64.53,90.24,Running
1002,2,2025-02-25,68.63,53.95,53.05,65.82,Offline
1003,3,2025-02-25,79.45,91.29,59.67,77.51,Running
1004,4,2025-02-25,92.69,92.92,87.48,61.47,Running
1005,5,2025-02-25,93.35,61.32,86.85,52.62,Running
1006,6,2025-02-25,88.57,80.15,58.99,80.28,Offline
1007,7,2025-02-25,76.13,51.47,97.93,87.43,Offline
1008,8,2025-02-25,97.6,74.88,96.03,89.98,Running
1009,9,2025-02-25,68.72,57.12,52.74,59.78,Running
1010,10,2025-02-25,87.64,83.5,89.76,90.49,Offline
1011,11,2025-02-25,60.3,56.18,55.19,52.11,Offline
1012,12,2025-02-25,58.47,58.8,74.61,82.18,Offline
1013,13,2025-02-25,89.88,57.23,62.71,57.63,Running
1014,14,2025-02-25,74.6,78.99,90.9,73.11,Offline
1015,15,2025-02-25,78.34,88.04,88.89,89.05,Running
1016,16,2025-02-25,65.85,55.47,92.96,87.48,Offline
1017,17,2025-02-25,71.81,60.56,66.85,54.58,Offline
1018,18,2025-02-25,66.78,57.76,62.7,50.37,Offline
1019,19,2025-02-25,94.37,75.49,95.96,63.9,Running
1020,20,2025-02-25,70.77,62.98,89.13,63.45,Running
1021,21,2025-02-25,92.5,59.12,61.07,51.08,Running
1022,22,2025-02-25,66.62,51.32,52.47,88.68,Running
1023,23,2025-02-25,69.04,73.58,93.26,84.61,Offline
1024,24,2025-02-25,84.45,79.22,67.82,64.91,Running
1025,25,2025-02-25,54.27,88.27,90.95,88.7,Running
1026,26,2025-02-25,60.58,86.5,95.33,60.57,Offline
1027,27,2025-02-25,91.47,71.64,62.68,60.33,Offline
1028,28,2025-02-25,50.96,83.44,82.13,55.33,Running
1029,29,2025-02-25,70.58,98.24,65.77,63.21,Running
1030,30,2025-02-25,96.25,52.68,99.61,95.92,Offline
1031,31,2025-02-25,59.81,95.87,93.26,68.62,Offline
1032,32,2025-02-25,99.33,98.88,52.21,82.2,Offline
1033,33,2025-02-25,97.65,89.99,64.51,67.85,Running
1034,34,2025-02-25,70.78,59.86,93.06,93.15,Offline
1035,35,2025-02-25,81.48,82.03,85.03,59.02,Offline
1036,36,2025-02-25,53.23,72.8,60.09,82.61,Running
1037,37,2025-02-25,89.18,77.87,97.43,89.46,Offline
1038,38,2025-02-25,52.62,68.65,93.18,67.48,Running
1039,39,2025-02-25,55.29,90.81,83.29,50.12,Running
1040,40,2025-02-25,71.18,90.76,53.52,85.82,Offline
1041,41,2025-02-25,67.65,96.89,92.63,88.1,Offline
1042,42,2025-02-25,53.23,60.54,50.93,79.52,Offline
1043,43,2025-02-25,92.51,74.85,98.74,55.28,Offline
1044,44,2025-02-25,51.62,75.16,75.69,75.9,Running
1045,45,2025-02-25,68.39,90.52,85.82,99.59,Offline
1046,46,2025-02-25,56.92,99.34,74.38,51.52,Running
1047,47,2025-02-25,71.82,57.4,82.05,72.04,Running
1048,48,2025-02-25,87.8,94.05,94.74,88.49,Offline
1049,49,2025-02-25,59.11,89.25,55.67,81.92,Offline
1050,50,2025-02-25,70.97,73.6,85.16,88.36,Offline
1051,1,2025-02-26,99.47,63.18,80.14,88.35,Offline
1052,2,2025-02-26,89.03,71.94,91.81,83.43,Offline
1053,3,2025-02-26,91.73,98.1,87.53,60.17,Offline
1054,4,2025-02-26,58.5,90.33,97.93,50.9,Offline
1055,5,2025-02-26,61.1,99.92,78.4,74.8,Offline
1056,6,2025-02-26,60.65,98.36,66.74,81.49,Running
1057,7,2025-02-26,63.5,65.11,65.31,94.64,Offline
1058,8,2025-02-26,57.75,57.01,78.2,83.43,Running
1059,9,2025-02-26,72.02,65.43,60.49,68.03,Offline
1060,10,2025-02-26,87.14,94.27,60.08,71.91,Running
1061,11,2025-02-26,98.06,93.6,70.86,54.87,Running
1062,12,2025-02-26,94.7,73.9,76.92,70.01,Running
1063,13,2025-02-26,85.7,74.62,92.13,63.07,Offline
1064,14,2025-02-26,62.69,76.54,84.74,97.4,Offline
1065,15,2025-02-26,75.55,72.49,66.91,51.12,Running
1066,16,2025-02-26,76.6,56.85,64.52,96.18,Running
1067,17,2025-02-26,63.42,80.07,69.58,52.96,Running
1068,18,2025-02-26,59.28,92.3,67.84,97.56,Running
1069,19,2025-02-26,51.14,77.12,60.07,75.44,Running
1070,20,2025-02-26,58.14,56.21,59.58,69.51,Offline
1071,21,2025-02-26,92.28,81.87,55.56,84.04,Running
1072,22,2025-02-26,78.45,57.33,64.92,63.34,Offline
1073,23,2025-02-26,74.31,52.64,91.31,79.96,Running
1074,24,2025-02-26,83.04,50.26,98.03,69.54,Offline
1075,25,2025-02-26,93.49,51.96,85.78,52.68,Running
1076,26,2025-02-26,73.94,63.9,84.95,83.46,Offline
1077,27,2025-02-26,91.36,82.01,89.51,59.19,Running
1078,28,2025-02-26,65.35,96.76,90.75,62.9,Running
1079,29,2025-02-26,64.49,72.61,94.7,93.02,Running
1080,30,2025-02-26,63.29,89.01,59.58,79.12,Running
1081,31,2025-02-26,70.1,89.75,71.76,99.75,Offline
1082,32,2025-02-26,59.93,68.47,99.81,75.74,Running
1083,33,2025-02-26,96.18,51.36,69.9,68.68,Offline
1084,34,2025-02-26,73.03,74.03,52.14,51.36,Offline
1085,35,2025-02-26,54.32,79.76,63.06,88.77,Running
1086,36,2025-02-26,65.58,74.81,69.67,67.09,Offline
1087,37,2025-02-26,64.35,56.33,94.43,97.78,Running
1088,38,2025-02-26,91.8,89.31,65.12,81.44,Running
1089,39,2025-02-26,94.53,54.02,56.33,57.38,Running
1090,40,2025-02-26,83.1,64.22,71.3,50.68,Running
1091,41,2025-02-26,91.92,55.23,81.25,72.71,Offline
1092,42,2025-02-26,88.57,58.14,71.2,72.72,Running
1093,43,2025-02-26,83.82,98.85,50.46,99.91,Running
1094,44,2025-02-26,67.71,82.16,85.73,91.72,Running
1095,45,2025-02-26,60.95,89.2,79.0,77.21,Running
1096,46,2025-02-26,92.35,89.55,76.68,51.27,Offline
1097,47,2025-02-26,99.01,82.14,92.03,64.56,Offline
1098,48,2025-02-26,61.71,73.08,77.18,92.64,Offline
1099,49,2025-02-26,58.61,57.61,91.4,97.22,Offline
1100,50,2025-02-26,86.04,98.59,56.86,51.17,Running
1101,1,2025-02-27,51.31,69.37,78.08,55.9,Running
1102,2,2025-02-27,91.37,56.7,91.47,69.64,Offline
1103,3,2025-02-27,97.74,52.68,74.76,91.28,Offline
1104,4,2025-02-27,57.67,66.07,59.19,71.17,Offline
1105,5,2025-02-27,98.77,62.77,66.28,80.38,Running
1106,6,2025-02-27,79.19,79.22,93.14,80.74,Offline
1107,7,2025-02-27,63.41,95.85,52.14,72.49,Running
1108,8,2025-02-27,81.02,75.16,67.69,99.48,Offline
1109,9,2025-02-27,87.16,97.96,89.36,68.06,Offline
1110,10,2025-02-27,85.02,74.56,68.68,91.83,Running
1111,11,2025-02-27,96.97,98.97,57.02,65.75,Offline
1112,12,2025-02-27,71.33,52.02,82.39,82.76,Running
1113,13,2025-02-27,70.71,81.23,69.21,87.61,Offline
1114,14,2025-02-27,93.77,64.84,65.29,71.83,Offline
1115,15,2025-02-27,74.0,68.33,50.33,92.39,Running
1116,16,2025-02-27,66.05,62.43,59.84,67.32,Offline
1117,17,2025-02-27,76.28,71.66,71.98,69.38,Offline
1118,18,2025-02-27,84.51,69.64,77.67,64.45,Running
1119,19,2025-02-27,83.5,85.01,96.72,68.27,Offline
1120,20,2025-02-27,77.76,52.7,76.78,81.95,Offline
1121,21,2025-02-27,52.43,81.52,82.8,95.17,Offline
1122,22,2025-02-27,52.06,72.27,78.36,83.23,Running
1123,23,2025-02-27,61.2,50.44,89.29,80.97,Offline
1124,24,2025-02-27,57.42,81.46,81.92,82.44,Running
1125,25,2025-02-27,95.17,76.63,50.98,85.8,Offline
1126,26,2025-02-27,51.68,56.22,83.21,57.85,Running
1127,27,2025-02-27,71.92,74.67,80.21,55.64,Offline
1128,28,2025-02-27,52.7,91.16,60.76,91.95,Running
1129,29,2025-02-27,56.47,75.06,93.38,78.33,Offline
1130,30,2025-02-27,79.85,94.15,72.16,84.34,Running
1131,31,2025-02-27,88.74,62.01,78.7,69.0,Offline
1132,32,2025-02-27,93.87,72.55,91.1,81.72,Running
1133,33,2025-02-27,66.16,58.64,91.7,83.4,Running
1134,34,2025-02-27,96.11,73.68,66.88,97.58,Offline
1135,35,2025-02-27,72.03,82.26,55.37,91.43,Offline
1136,36,2025-02-27,63.97,82.13,95.89,97.01,Offline
1137,37,2025-02-27,71.28,51.85,80.66,92.81,Running
1138,38,2025-02-27,83.8,61.5,86.62,88.35,Offline
1139,39,2025-02-27,63.84,75.21,74.41,58.5,Running
1140,40,2025-02-27,50.58,98.51,67.28,62.32,Offline
1141,41,2025-02-27,99.97,97.2,91.38,71.43,Offline
1142,42,2025-02-27,91.44,50.72,61.06,50.91,Running
1143,43,2025-02-27,92.85,57.81,96.85,98.8,Running
1144,44,2025-02-27,61.34,74.78,84.62,57.24,Offline
1145,45,2025-02-27,94.66,52.38,87.64,77.77,Offline
1146,46,2025-02-27,94.78,87.22,92.7,65.54,Offline
1147,47,2025-02-27,56.32,83.68,84.31,72.52,Offline
1148,48,2025-02-27,51.97,63.99,88.38,63.19,Offline
1149,49,2025-02-27,99.38,66.05,87.67,61.5,Offline
1150,50,2025-02-27,77.55,82.3,83.02,92.29,Offline
1151,1,2025-02-28,65.36,91.6,93.57,96.15,Running
1152,2,2025-02-28,63.17,77.37,56.58,74.46,Offline
1153,3,2025-02-28,53.61,94.92,96.68,91.4,Offline
1154,4,2025-02-28,79.11,96.5,72.05,52.12,Running
1155,5,2025-02-28,98.12,95.0,84.12,62.45,Offline
1156,6,2025-02-28,92.6,84.35,58.02,73.35,Offline
1157,7,2025-02-28,64.15,55.26,81.13,64.95,Offline
1158,8,2025-02-28,64.65,76.57,57.34,57.79,Offline
1159,9,2025-02-28,82.97,88.73,88.54,66.16,Running
1160,10,2025-02-28,97.48,89.76,97.75,54.8,Running
1161,11,2025-02-28,53.55,82.58,74.06,57.29,Running
1162,12,2025-02-28,85.97,95.51,50.77,94.15,Offline
1163,13,2025-02-28,79.59,84.99,54.78,59.38,Running
1164,14,2025-02-28,83.56,77.96,57.11,67.25,Offline
1165,15,2025-02-28,69.41,71.77,75.69,51.88,Running
1166,16,2025-02-28,98.6,56.14,63.15,58.12,Running
1167,17,2025-02-28,96.27,65.71,76.17,57.39,Running
1168,18,2025-02-28,70.17,75.87,71.37,88.08,Offline
1169,19,2025-02-28,90.7,85.78,99.68,77.75,Running
1170,20,2025-02-28,90.32,94.43,64.02,91.63,Running
1171,21,2025-02-28,82.5,87.99,97.56,96.95,Running
1172,22,2025-02-28,53.7,53.44,85.05,71.53,Offline
1173,23,2025-02-28,56.06,81.75,79.61,67.01,Offline
1174,24,2025-02-28,59.25,53.01,73.32,72.25,Offline
1175,25,2025-02-28,88.57,93.69,77.4,97.41,Offline
1176,26,2025-02-28,64.85,73.05,96.58,68.07,Running
1177,27,2025-02-28,96.07,74.18,58.85,92.43,Offline
1178,28,2025-02-28,75.48,65.73,73.42,67.98,Offline
1179,29,2025-02-28,58.33,78.74,89.71,87.54,Running
1180,30,2025-02-28,92.12,70.83,81.73,89.21,Running
1181,31,2025-02-28,84.04,56.76,87.08,92.94,Running
1182,32,2025-02-28,56.19,92.49,52.44,70.45,Running
1183,33,2025-02-28,64.72,95.56,81.97,52.38,Offline
1184,34,2025-02-28,53.25,50.94,73.87,79.21,Offline
1185,35,2025-02-28,85.02,96.8,51.72,55.78,Offline
1186,36,2025-02-28,94.96,76.55,57.03,80.9,Running
1187,37,2025-02-28,85.57,85.4,63.03,97.09,Offline
1188,38,2025-02-28,67.77,57.18,90.38,58.98,Running
1189,39,2025-02-28,68.34,66.14,50.17,57.73,Offline
1190,40,2025-02-28,98.95,64.22,96.62,69.56,Offline
1191,41,2025-02-28,63.9,84.55,87.46,79.81,Offline
1192,42,2025-02-28,52.36,62.81,72.12,94.42,Running
1193,43,2025-02-28,99.76,73.66,51.3,85.64,Offline
1194,44,2025-02-28,79.02,79.94,79.14,51.43,Running
1195,45,2025-02-28,62.62,53.18,73.65,75.39,Offline
1196,46,2025-02-28,57.72,61.03,89.01,62.62,Offline
1197,47,2025-02-28,55.07,68.8,99.74,98.57,Running
1198,48,2025-02-28,52.57,93.12,67.79,62.1,Offline
1199,49,2025-02-28,74.92,55.06,86.22,84.66,Running
1200,50,2025-02-28,76.64,50.95,99.62,51.05,Running
1201,1,2025-03-01,68.73,92.12,86.59,55.74,Offline
1202,2,2025-03-01,63.21,58.11,96.71,65.74,Offline
1203,3,2025-03-01,98.76,89.84,76.38,81.36,Running
1204,4,2025-03-01,93.95,93.96,79.8,50.89,Offline
1205,5,2025-03-01,70.46,53.06,99.72,75.54,Offline
1206,6,2025-03-01,88.21,64.98,51.53,66.65,Running
1207,7,2025-03-01,89.4,85.18,67.07,72.42,Running
1208,8,2025-03-01,77.16,85.7,52.99,81.33,Offline
1209,9,2025-03-01,76.58,71.71,77.88,64.4,Offline
1210,10,2025-03-01,64.99,70.23,50.48,84.13,Offline
1211,11,2025-03-01,90.85,67.79,51.77,58.78,Offline
1212,12,2025-03-01,51.4,51.78,69.72,56.47,Offline
1213,13,2025-03-01,61.29,70.58,82.72,61.96,Running
1214,14,2025-03-01,54.95,50.95,77.19,60.72,Running
1215,15,2025-03-01,62.33,76.98,61.08,69.22,Offline
1216,16,2025-03-01,52.78,67.42,73.57,87.95,Running
1217,17,2025-03-01,75.81,69.93,63.86,64.31,Running
1218,18,2025-03-01,84.59,78.26,66.5,94.46,Offline
1219,19,2025-03-01,65.97,50.98,83.13,88.01,Running
1220,20,2025-03-01,75.83,96.85,54.06,73.74,Offline
1221,21,2025-03-01,73.99,98.79,92.28,92.29,Running
1222,22,2025-03-01,59.31,80.29,79.41,85.99,Offline
1223,23,2025-03-01,82.4,89.58,60.48,62.47,Offline
1224,24,2025-03-01,71.66,67.8,51.53,82.58,Running
1225,25,2025-03-01,83.32,95.55,97.56,96.67,Running
1226,26,2025-03-01,57.25,87.39,52.45,93.35,Running
1227,27,2025-03-01,86.78,80.05,99.18,67.65,Offline
1228,28,2025-03-01,79.68,80.44,77.74,94.8,Running
1229,29,2025-03-01,84.4,58.45,94.35,55.69,Running
1230,30,2025-03-01,95.29,77.45,81.41,82.86,Running
1231,31,2025-03-01,88.68,59.99,78.86,73.84,Running
1232,32,2025-03-01,72.94,74.45,72.88,76.51,Offline
1233,33,2025-03-01,52.96,65.51,96.54,76.11,Running
1234,34,2025-03-01,91.29,83.29,67.84,92.75,Running
1235,35,2025-03-01,60.66,77.45,56.34,79.66,Offline
1236,36,2025-03-01,74.83,95.3,96.15,65.4,Offline
1237,37,2025-03-01,74.22,88.72,74.18,59.88,Running
1238,38,2025-03-01,99.48,91.22,62.95,99.83,Running
1239,39,2025-03-01,73.01,72.48,50.83,74.68,Offline
1240,40,2025-03-01,81.24,97.86,69.05,73.61,Offline
1241,41,2025-03-01,89.71,82.51,79.8,54.52,Running
1242,42,2025-03-01,77.45,82.09,75.73,51.35,Running
1243,43,2025-03-01,99.23,55.3,79.44,58.39,Running
1244,44,2025-03-01,99.55,65.63,52.88,53.4,Offline
1245,45,2025-03-01,74.99,52.0,55.22,96.08,Running
1246,46,2025-03-01,78.09,79.32,58.88,87.46,Running
1247,47,2025-03-01,83.47,99.68,71.33,98.66,Offline
1248,48,2025-03-01,56.8,63.72,80.25,53.86,Running
1249,49,2025-03-01,71.73,61.43,76.33,81.73,Offline
1250,50,2025-03-01,90.42,77.37,80.36,85.84,Running
1251,1,2025-03-02,51.03,63.09,75.8,96.78,Offline
1252,2,2025-03-02,53.67,63.73,63.64,56.36,Offline
1253,3,2025-03-02,78.34,79.33,93.71,99.54,Offline
1254,4,2025-03-02,64.69,74.45,95.81,91.31,Offline
1255,5,2025-03-02,97.03,69.5,85.75,74.04,Running
1256,6,2025-03-02,61.29,56.66,83.82,88.01,Offline
1257,7,2025-03-02,68.33,69.04,73.56,86.32,Running
1258,8,2025-03-02,99.78,70.92,79.26,94.07,Offline
1259,9,2025-03-02,59.47,63.36,74.25,74.7,Offline
1260,10,2025-03-02,75.88,76.28,69.26,83.79,Offline
1261,11,2025-03-02,56.4,78.73,60.07,77.67,Running
1262,12,2025-03-02,59.86,71.21,73.04,80.18,Offline
1263,13,2025-03-02,93.75,95.79,69.19,55.81,Offline
1264,14,2025-03-02,78.4,90.05,86.25,97.17,Offline
1265,15,2025-03-02,85.62,99.12,80.08,93.49,Running
1266,16,2025-03-02,82.39,65.03,94.11,53.3,Running
1267,17,2025-03-02,73.2,92.38,96.7,66.87,Offline
1268,18,2025-03-02,78.1,60.5,54.33,92.8,Running
1269,19,2025-03-02,58.64,68.48,78.45,73.91,Running
1270,20,2025-03-02,63.07,98.96,89.25,56.65,Running
1271,21,2025-03-02,90.97,55.08,59.85,75.37,Offline
1272,22,2025-03-02,73.52,78.41,61.99,94.12,Running
1273,23,2025-03-02,93.55,53.71,65.62,96.65,Offline
1274,24,2025-03-02,72.73,96.77,53.14,68.68,Offline
1275,25,2025-03-02,76.37,67.32,50.89,78.6,Running
1276,26,2025-03-02,51.09,65.7,98.59,51.44,Running
1277,27,2025-03-02,94.64,96.99,95.29,78.16,Offline
1278,28,2025-03-02,96.09,54.69,87.35,83.86,Offline
1279,29,2025-03-02,67.26,82.5,92.45,86.41,Running
1280,30,2025-03-02,51.3,97.07,66.5,94.11,Running
1281,31,2025-03-02,66.22,81.73,74.21,72.78,Offline
1282,32,2025-03-02,76.83,88.5,91.12,66.63,Running
1283,33,2025-03-02,61.81,85.79,50.02,54.49,Running
1284,34,2025-03-02,64.65,71.65,66.79,52.98,Offline
1285,35,2025-03-02,90.92,75.94,52.96,89.36,Running
1286,36,2025-03-02,74.66,68.84,93.97,57.71,Running
1287,37,2025-03-02,56.07,67.52,61.65,66.37,Running
1288,38,2025-03-02,94.05,64.64,80.99,61.27,Running
1289,39,2025-03-02,68.41,75.71,64.21,83.46,Offline
1290,40,2025-03-02,75.82,68.51,81.12,51.87,Offline
1291,41,2025-03-02,98.62,64.91,83.93,74.49,Offline
1292,42,2025-03-02,90.02,89.68,69.34,85.38,Running
1293,43,2025-03-02,80.0,54.87,98.47,88.64,Offline
1294,44,2025-03-02,60.46,92.46,57.69,98.57,Offline
1295,45,2025-03-02,52.18,70.18,51.01,84.29,Running
1296,46,2025-03-02,60.31,69.86,83.63,72.13,Offline
1297,47,2025-03-02,58.31,75.3,81.31,89.92,Running
1298,48,2025-03-02,89.65,67.68,89.98,56.18,Offline
1299,49,2025-03-02,85.07,79.82,85.71,86.29,Running
1300,50,2025-03-02,66.09,65.04,59.12,94.97,Running
1301,1,2025-03-03,68.13,82.87,51.09,55.48,Offline
1302,2,2025-03-03,99.0,72.26,96.76,69.64,Offline
1303,3,2025-03-03,68.29,60.81,94.49,77.3,Offline
1304,4,2025-03-03,95.59,55.44,75.54,93.3,Offline
1305,5,2025-03-03,77.74,90.58,74.01,67.97,Running
1306,6,2025-03-03,79.46,89.26,90.78,89.06,Running
1307,7,2025-03-03,76.82,90.13,73.6,82.19,Offline
1308,8,2025-03-03,57.68,90.25,59.23,64.3,Offline
1309,9,2025-03-03,92.55,56.7,83.48,71.05,Running
1310,10,2025-03-03,79.32,97.87,93.8,72.44,Offline
1311,11,2025-03-03,54.6,57.75,50.97,64.88,Offline
1312,12,2025-03-03,53.1,79.74,82.64,51.29,Running
1313,13,2025-03-03,66.19,55.84,60.85,61.89,Running
1314,14,2025-03-03,86.34,70.56,79.64,57.11,Offline
1315,15,2025-03-03,96.23,82.38,57.03,81.58,Running
1316,16,2025-03-03,75.71,90.2,82.29,97.35,Running
1317,17,2025-03-03,86.88,60.93,95.06,76.68,Offline
1318,18,2025-03-03,66.85,94.84,90.83,82.12,Running
1319,19,2025-03-03,60.59,83.67,52.3,61.47,Offline
1320,20,2025-03-03,78.09,66.26,91.94,92.97,Offline
1321,21,2025-03-03,54.42,89.36,79.6,54.88,Running
1322,22,2025-03-03,72.34,88.19,81.42,54.77,Running
1323,23,2025-03-03,78.58,54.28,53.31,88.39,Offline
1324,24,2025-03-03,52.04,59.57,94.68,70.13,Offline
1325,25,2025-03-03,51.14,67.41,77.36,94.83,Offline
1326,26,2025-03-03,67.16,65.69,77.46,64.01,Offline
1327,27,2025-03-03,65.48,79.08,70.5,96.77,Running
1328,28,2025-03-03,78.79,88.34,71.4,64.79,Running
1329,29,2025-03-03,80.91,82.16,64.4,74.7,Offline
1330,30,2025-03-03,86.56,90.14,67.0,55.08,Offline
1331,31,2025-03-03,51.59,65.24,66.91,71.88,Offline
1332,32,2025-03-03,88.22,85.44,95.83,50.32,Offline
1333,33,2025-03-03,81.65,58.5,97.46,50.88,Offline
1334,34,2025-03-03,80.19,70.34,88.14,89.33,Offline
1335,35,2025-03-03,93.94,67.97,50.54,60.31,Running
1336,36,2025-03-03,70.73,88.47,91.97,56.76,Running
1337,37,2025-03-03,66.67,63.59,58.91,83.68,Offline
1338,38,2025-03-03,79.64,80.69,63.7,71.33,Running
1339,39,2025-03-03,57.47,75.33,83.89,56.33,Offline
1340,40,2025-03-03,83.97,97.89,84.67,99.93,Running
1341,41,2025-03-03,64.45,80.73,72.89,67.38,Offline
1342,42,2025-03-03,86.73,57.62,86.68,93.4,Running
1343,43,2025-03-03,52.82,79.23,79.47,85.84,Offline
1344,44,2025-03-03,92.99,74.87,92.73,74.09,Running
1345,45,2025-03-03,90.94,86.32,82.59,66.05,Running
1346,46,2025-03-03,54.91,72.13,56.75,51.33,Running
1347,47,2025-03-03,57.74,51.61,73.03,66.31,Offline
1348,48,2025-03-03,71.67,69.34,92.82,79.22,Offline
1349,49,2025-03-03,84.71,52.96,71.52,77.72,Offline
1350,50,2025-03-03,90.21,56.26,53.04,64.53,Running
1351,1,2025-03-04,65.26,69.57,71.25,64.21,Offline
1352,2,2025-03-04,68.95,57.23,81.1,59.81,Offline
1353,3,2025-03-04,87.09,76.26,59.96,76.27,Running
1354,4,2025-03-04,61.0,64.5,91.68,98.11,Offline
1355,5,2025-03-04,76.07,76.98,91.02,95.88,Running
1356,6,2025-03-04,82.52,59.91,94.56,82.61,Running
1357,7,2025-03-04,74.48,82.7,51.28,69.55,Running
1358,8,2025-03-04,52.34,90.94,98.54,57.71,Offline
1359,9,2025-03-04,54.42,93.8,81.79,76.73,Running
1360,10,2025-03-04,65.25,51.8,56.73,87.93,Offline
1361,11,2025-03-04,67.68,99.59,66.38,52.02,Running
1362,12,2025-03-04,58.23,97.33,96.74,96.43,Offline
1363,13,2025-03-04,63.11,70.57,94.48,62.69,Running
1364,14,2025-03-04,74.43,74.03,52.21,86.86,Offline
1365,15,2025-03-04,58.12,94.33,50.72,61.65,Offline
