id,machine_id,timestamp,oee,availability,performance,output_quality,status
1027,27,2025-02-21,58.63,57.28,80.68,86.85,Running
1028,28,2025-02-21,62.49,97.5,97.02,67.56,Offline
1029,29,2025-02-21,61.03,81.58,53.79,50.95,Offline
1030,30,2025-02-21,79.37,66.51,81.77,71.84,Offline
1031,31,2025-02-21,94.2,51.69,54.33,89.75,Running
1032,32,2025-02-21,97.2,87.49,74.03,53.38,Offline
1033,33,2025-02-21,75.76,86.38,86.44,84.05,Offline
1034,34,2025-02-21,73.13,99.3,89.09,52.47,Running
1035,35,2025-02-21,58.22,54.55,50.64,87.97,Running
1036,36,2025-02-21,78.48,77.65,99.32,77.61,Offline
1037,37,2025-02-21,80.36,71.64,73.59,58.0,Running
1038,38,2025-02-21,75.24,94.15,63.82,99.06,Offline
1039,39,2025-02-21,75.29,69.42,82.0,51.49,Running
1040,40,2025-02-21,90.02,52.14,89.2,78.71,Running
1041,41,2025-02-21,96.79,80.15,71.56,53.26,Running
1042,42,2025-02-21,64.25,74.17,65.4,58.31,Running
1043,43,2025-02-21,53.89,72.26,88.7,57.21,Running
1044,44,2025-02-21,94.91,85.82,53.78,65.53,Running
1045,45,2025-02-21,63.24,91.01,84.62,98.43,Running
1046,46,2025-02-21,59.38,63.81,65.99,62.9,Running
1047,47,2025-02-21,77.93,91.13,77.95,98.43,Offline
1048,48,2025-02-21,64.02,87.37,79.99,93.35,Running
1049,49,2025-02-21,56.98,89.0,89.0,55.45,Offline
1050,50,2025-02-21,81.98,99.44,72.05,74.03,Offline
1051,1,2025-02-22,98.75,89.31,59.76,85.63,Running
1052,2,2025-02-22,66.32,90.25,60.95,95.99,Offline
1053,3,2025-02-22,97.16,52.54,75.36,96.21,Offline
1054,4,2025-02-22,97.68,93.24,83.55,52.85,Offline
1055,5,2025-02-22,82.68,91.09,64.01,66.42,Running
1056,6,2025-02-22,70.02,83.26,70.49,84.38,Running
1057,7,2025-02-22,64.23,97.37,78.0,92.95,Running
1058,8,2025-02-22,75.17,88.97,75.12,55.65,Running
1059,9,2025-02-22,75.73,62.52,61.97,89.26,Offline
1060,10,2025-02-22,58.96,58.86,57.89,53.74,Running
1061,11,2025-02-22,99.96,54.8,93.63,72.28,Running
1062,12,2025-02-22,55.9,94.41,97.92,82.97,Offline
1063,13,2025-02-22,84.48,71.9,99.55,90.46,Offline
1064,14,2025-02-22,69.64,96.9,54.3,55.48,Running
1065,15,2025-02-22,77.82,74.87,92.94,70.24,Running
1066,16,2025-02-22,53.61,51.22,56.24,97.74,Running
1067,17,2025-02-22,86.49,60.15,65.33,63.46,Running
1068,18,2025-02-22,86.05,76.65,85.55,87.31,Running
1069,19,2025-02-22,67.14,51.32,90.9,98.07,Running
1070,20,2025-02-22,52.8,87.32,70.89,85.08,Running
1071,21,2025-02-22,53.87,64.91,95.85,57.72,Offline
1072,22,2025-02-22,86.88,78.8,67.41,98.16,Offline
1073,23,2025-02-22,59.51,61.56,50.4,82.82,Offline
1074,24,2025-02-22,66.27,92.59,63.59,67.63,Running
1075,25,2025-02-22,96.06,61.36,60.01,74.21,Running
1076,26,2025-02-22,50.83,54.97,55.24,67.82,Offline
1077,27,2025-02-22,51.39,98.91,70.23,56.85,Running
1078,28,2025-02-22,61.75,85.83,71.36,53.75,Running
1079,29,2025-02-22,97.22,73.35,70.12,81.99,Running
1080,30,2025-02-22,56.64,89.41,56.32,96.29,Offline
1081,31,2025-02-22,62.77,68.74,83.61,73.34,Offline
1082,32,2025-02-22,96.4,55.05,97.23,59.52,Running
1083,33,2025-02-22,80.38,72.95,99.84,77.72,Offline
1084,34,2025-02-22,66.34,61.94,96.09,65.33,Offline
1085,35,2025-02-22,63.05,90.06,72.31,55.8,Running
1086,36,2025-02-22,80.35,62.88,56.9,94.09,Running
1087,37,2025-02-22,64.43,76.29,75.46,65.64,Offline
1088,38,2025-02-22,91.72,71.95,71.16,67.38,Running
1089,39,2025-02-22,87.9,90.58,66.96,67.95,Offline
1090,40,2025-02-22,84.97,91.5,75.48,92.87,Running
1091,41,2025-02-22,83.91,56.5,50.79,65.81,Running
1092,42,2025-02-22,82.81,59.35,54.79,51.82,Running
1093,43,2025-02-22,73.42,87.52,74.45,83.73,Offline
1094,44,2025-02-22,85.1,88.94,86.33,97.08,Offline
1095,45,2025-02-22,94.82,95.28,55.43,92.69,Running
1096,46,2025-02-22,70.24,76.37,60.3,75.53,Running
1097,47,2025-02-22,71.36,78.05,84.41,82.18,Offline
1098,48,2025-02-22,50.94,85.48,95.94,72.22,Running
1099,49,2025-02-22,65.07,78.62,79.79,59.36,Running
1100,50,2025-02-22,66.0,66.82,50.86,91.78,Offline
1101,1,2025-02-23,78.22,61.27,93.16,99.14,Offline
1102,2,2025-02-23,94.16,98.01,90.65,77.08,Offline
1103,3,2025-02-23,78.48,95.28,86.61,82.59,Running
1104,4,2025-02-23,56.32,78.58,58.56,90.3,Running
1105,5,2025-02-23,63.1,68.14,66.79,92.54,Offline
1106,6,2025-02-23,55.62,69.59,67.9,83.27,Running
1107,7,2025-02-23,74.55,81.6,59.34,98.57,Running
1108,8,2025-02-23,57.0,57.68,70.41,77.55,Offline
1109,9,2025-02-23,92.08,50.28,94.85,73.19,Offline
1110,10,2025-02-23,70.89,93.84,83.18,56.89,Offline
1111,11,2025-02-23,76.8,65.26,56.17,78.94,Offline
1112,12,2025-02-23,87.6,91.05,61.49,62.02,Running
1113,13,2025-02-23,90.88,65.55,72.05,63.19,Running
1114,14,2025-02-23,70.08,95.14,51.11,50.81,Running
1115,15,2025-02-23,74.86,76.54,57.12,87.67,Offline
1116,16,2025-02-23,93.17,66.01,50.36,58.55,Running
1117,17,2025-02-23,83.15,92.95,68.62,73.43,Offline
1118,18,2025-02-23,85.95,85.23,53.41,56.06,Offline
1119,19,2025-02-23,89.35,77.27,71.68,68.34,Running
1120,20,2025-02-23,52.1,81.22,87.21,90.97,Running
1121,21,2025-02-23,90.19,53.05,89.82,74.68,Running
1122,22,2025-02-23,55.2,97.49,68.79,81.27,Running
1123,23,2025-02-23,65.12,77.88,75.14,75.84,Running
1124,24,2025-02-23,88.24,84.75,86.48,68.03,Offline
1125,25,2025-02-23,90.47,67.35,79.33,88.23,Running
1126,26,2025-02-23,89.01,54.54,96.05,71.86,Offline
1127,27,2025-02-23,67.69,83.91,64.63,84.74,Offline
1128,28,2025-02-23,52.15,61.37,77.6,76.14,Offline
1129,29,2025-02-23,96.07,90.43,91.28,87.67,Offline
1130,30,2025-02-23,53.72,93.54,87.8,90.95,Running
1131,31,2025-02-23,55.29,63.92,90.64,88.42,Offline
1132,32,2025-02-23,96.53,64.49,87.71,64.11,Running
1133,33,2025-02-23,58.61,98.08,70.63,54.15,Offline
1134,34,2025-02-23,63.43,76.31,96.7,55.65,Running
1135,35,2025-02-23,95.24,68.0,83.6,75.3,Offline
1136,36,2025-02-23,86.06,79.05,79.96,85.55,Running
1137,37,2025-02-23,51.27,65.4,58.71,78.51,Offline
1138,38,2025-02-23,60.56,99.79,82.7,62.31,Running
1139,39,2025-02-23,58.74,88.72,55.12,98.22,Running
1140,40,2025-02-23,77.91,80.15,89.81,86.46,Offline
1141,41,2025-02-23,67.08,75.69,53.63,52.46,Offline
1142,42,2025-02-23,94.67,71.26,88.85,57.44,Running
1143,43,2025-02-23,95.3,52.35,79.02,56.48,Offline
1144,44,2025-02-23,74.95,69.21,85.69,57.82,Running
1145,45,2025-02-23,57.89,63.53,87.47,91.88,Offline
1146,46,2025-02-23,97.8,74.96,91.81,77.41,Offline
1147,47,2025-02-23,92.53,87.66,93.5,98.9,Offline
1148,48,2025-02-23,66.32,68.81,81.16,91.8,Offline
1149,49,2025-02-23,63.11,63.2,83.16,86.48,Offline
1150,50,2025-02-23,90.93,68.98,97.55,85.5,Running
1151,1,2025-02-24,52.0,96.27,87.09,58.81,Offline
1152,2,2025-02-24,63.54,76.41,93.72,58.08,Running
1153,3,2025-02-24,86.46,91.28,57.99,88.88,Offline
1154,4,2025-02-24,57.76,78.88,80.9,85.88,Offline
1155,5,2025-02-24,80.41,93.86,93.65,84.53,Offline
1156,6,2025-02-24,59.2,57.15,51.03,74.56,Running
1157,7,2025-02-24,57.8,85.44,82.87,74.02,Offline
1158,8,2025-02-24,73.62,68.89,94.49,54.39,Offline
1159,9,2025-02-24,59.9,58.91,84.48,97.2,Offline
1160,10,2025-02-24,69.59,68.46,70.39,57.98,Running
1161,11,2025-02-24,69.84,80.85,99.56,88.91,Running
1162,12,2025-02-24,80.39,56.94,86.15,68.73,Running
1163,13,2025-02-24,56.97,96.64,92.2,87.16,Offline
1164,14,2025-02-24,77.52,78.25,54.5,78.33,Running
1165,15,2025-02-24,98.71,89.59,81.48,68.27,Running
1166,16,2025-02-24,73.15,81.39,92.96,89.26,Running
1167,17,2025-02-24,57.88,87.98,62.76,74.24,Running
1168,18,2025-02-24,87.87,97.75,50.66,61.27,Running
1169,19,2025-02-24,86.12,74.52,74.87,70.37,Running
1170,20,2025-02-24,52.72,86.89,95.53,65.68,Running
1171,21,2025-02-24,58.53,75.21,53.49,77.42,Offline
1172,22,2025-02-24,99.1,89.72,82.36,95.18,Offline
1173,23,2025-02-24,78.38,84.61,77.38,86.01,Offline
1174,24,2025-02-24,81.83,62.37,76.12,92.17,Running
1175,25,2025-02-24,55.7,74.63,82.15,95.57,Running
1176,26,2025-02-24,75.06,99.28,95.54,59.61,Offline
1177,27,2025-02-24,51.24,80.01,98.18,86.55,Offline
1178,28,2025-02-24,72.91,84.04,86.37,67.28,Running
1179,29,2025-02-24,86.77,54.42,93.26,68.12,Offline
1180,30,2025-02-24,64.66,81.76,67.74,65.67,Running
1181,31,2025-02-24,65.95,79.31,63.89,84.26,Offline
1182,32,2025-02-24,92.58,83.88,99.08,74.11,Offline
1183,33,2025-02-24,71.09,80.54,56.1,67.5,Offline
1184,34,2025-02-24,90.46,72.26,94.13,67.36,Offline
1185,35,2025-02-24,50.06,99.87,64.9,59.25,Running
1186,36,2025-02-24,83.46,99.26,74.9,88.65,Offline
1187,37,2025-02-24,51.19,66.52,92.45,86.09,Running
1188,38,2025-02-24,76.75,85.77,58.33,67.43,Offline
1189,39,2025-02-24,64.46,62.36,62.93,72.99,Running
1190,40,2025-02-24,72.74,64.28,79.22,55.84,Running
1191,41,2025-02-24,95.01,86.33,92.58,84.51,Offline
1192,42,2025-02-24,54.28,61.61,59.93,84.21,Offline
1193,43,2025-02-24,95.32,51.28,68.37,88.88,Running
1194,44,2025-02-24,85.37,88.12,86.33,94.36,Running
1195,45,2025-02-24,75.29,72.45,51.01,98.86,Running
1196,46,2025-02-24,52.03,61.2,62.0,92.15,Running
1197,47,2025-02-24,56.05,89.9,90.65,78.63,Running
1198,48,2025-02-24,70.23,75.46,54.25,57.61,Offline
1199,49,2025-02-24,53.34,50.97,87.82,85.86,Offline
1200,50,2025-02-24,59.54,76.46,68.78,82.54,Running
1201,1,2025-02-25,58.77,52.14,62.59,61.43,Running
1202,2,2025-02-25,97.66,84.9,83.92,72.91,Offline
1203,3,2025-02-25,69.03,62.14,82.15,98.89,Running
1204,4,2025-02-25,82.38,87.48,76.84,55.5,Running
1205,5,2025-02-25,75.57,88.44,86.55,95.92,Offline
1206,6,2025-02-25,56.9,71.09,69.54,86.73,Running
1207,7,2025-02-25,91.55,70.55,99.61,75.95,Offline
1208,8,2025-02-25,60.9,65.3,61.49,68.81,Running
1209,9,2025-02-25,55.53,68.33,55.41,56.83,Running
1210,10,2025-02-25,58.12,98.35,71.11,50.18,Offline
1211,11,2025-02-25,54.43,84.04,59.95,70.05,Offline
1212,12,2025-02-25,94.37,58.6,52.55,63.62,Running
1213,13,2025-02-25,78.17,79.5,90.4,86.51,Running
1214,14,2025-02-25,89.24,97.81,99.86,82.34,Offline
1215,15,2025-02-25,77.36,84.13,53.89,63.95,Running
1216,16,2025-02-25,56.85,90.9,91.15,78.49,Running
1217,17,2025-02-25,88.95,54.01,66.1,97.65,Offline
1218,18,2025-02-25,71.74,61.84,63.03,89.44,Offline
1219,19,2025-02-25,51.07,75.19,69.55,68.59,Running
1220,20,2025-02-25,57.21,97.48,50.19,50.54,Running
1221,21,2025-02-25,77.52,98.77,62.86,58.14,Offline
1222,22,2025-02-25,54.46,69.33,97.01,67.96,Running
1223,23,2025-02-25,58.37,52.8,70.27,88.13,Running
1224,24,2025-02-25,93.07,61.54,60.58,65.36,Offline
1225,25,2025-02-25,67.93,86.28,58.67,70.34,Offline
1226,26,2025-02-25,89.73,88.64,88.62,86.57,Offline
1227,27,2025-02-25,78.73,66.26,65.3,77.94,Offline
1228,28,2025-02-25,91.06,52.71,67.92,87.97,Running
1229,29,2025-02-25,87.53,80.09,50.25,62.91,Offline
1230,30,2025-02-25,81.4,52.68,66.83,66.47,Running
1231,31,2025-02-25,83.34,93.97,50.22,96.52,Offline
1232,32,2025-02-25,69.98,96.76,50.95,74.46,Running
1233,33,2025-02-25,82.82,63.44,67.64,98.59,Running
1234,34,2025-02-25,64.73,56.82,96.47,77.36,Running
1235,35,2025-02-25,81.01,96.2,84.77,79.14,Running
1236,36,2025-02-25,61.54,67.74,95.68,77.31,Offline
1237,37,2025-02-25,98.62,50.35,62.8,59.8,Offline
1238,38,2025-02-25,97.94,62.88,51.87,61.38,Running
1239,39,2025-02-25,87.81,77.72,84.51,50.98,Offline
1240,40,2025-02-25,75.6,54.09,61.55,59.11,Offline
1241,41,2025-02-25,53.97,58.7,65.53,64.22,Offline
1242,42,2025-02-25,69.16,53.46,71.32,95.56,Offline
1243,43,2025-02-25,70.45,58.97,62.35,99.08,Offline
1244,44,2025-02-25,59.01,52.13,64.85,94.79,Running
1245,45,2025-02-25,93.76,89.2,98.4,88.38,Running
1246,46,2025-02-25,82.86,51.26,52.75,88.48,Running
1247,47,2025-02-25,76.12,99.67,91.54,72.42,Running
1248,48,2025-02-25,87.31,55.18,59.65,67.97,Running
1249,49,2025-02-25,80.37,52.87,81.54,85.34,Offline
1250,50,2025-02-25,55.49,73.88,75.79,64.83,Offline
1251,1,2025-02-26,53.84,90.0,76.15,64.92,Offline
1252,2,2025-02-26,73.42,53.03,93.89,62.46,Offline
1253,3,2025-02-26,69.22,88.47,64.19,73.71,Running
1254,4,2025-02-26,55.01,91.2,95.12,82.61,Offline
1255,5,2025-02-26,68.68,79.47,55.24,53.19,Offline
1256,6,2025-02-26,85.31,77.94,90.44,73.27,Running
1257,7,2025-02-26,91.67,52.92,59.25,88.69,Offline
1258,8,2025-02-26,96.03,55.59,73.29,91.98,Offline
1259,9,2025-02-26,88.21,73.91,86.29,90.0,Running
1260,10,2025-02-26,55.57,68.2,94.81,92.46,Offline
1261,11,2025-02-26,50.03,67.7,72.14,93.59,Offline
1262,12,2025-02-26,85.5,62.13,79.86,74.79,Offline
1263,13,2025-02-26,67.04,64.91,98.11,52.82,Running
1264,14,2025-02-26,78.47,58.02,52.22,89.0,Offline
1265,15,2025-02-26,95.49,82.48,63.52,95.07,Running
1266,16,2025-02-26,75.88,99.46,80.31,95.8,Offline
1267,17,2025-02-26,57.0,67.69,74.87,57.97,Running
1268,18,2025-02-26,54.51,65.79,55.92,88.84,Running
1269,19,2025-02-26,59.23,91.55,95.07,95.34,Offline
1270,20,2025-02-26,59.74,94.36,53.0,93.85,Running
1271,21,2025-02-26,89.22,88.15,96.49,71.55,Running
1272,22,2025-02-26,90.01,90.26,88.82,75.0,Offline
1273,23,2025-02-26,97.68,81.9,59.59,83.77,Offline
1274,24,2025-02-26,93.15,70.13,76.84,78.18,Running
1275,25,2025-02-26,72.52,68.9,75.02,74.84,Offline
1276,26,2025-02-26,53.28,70.04,98.67,91.09,Running
1277,27,2025-02-26,54.5,90.01,77.17,94.79,Offline
1278,28,2025-02-26,98.61,87.85,82.52,52.87,Offline
1279,29,2025-02-26,69.55,59.06,82.49,70.54,Running
1280,30,2025-02-26,79.06,92.58,64.43,75.53,Running
1281,31,2025-02-26,98.65,77.54,93.74,53.57,Running
1282,32,2025-02-26,62.3,74.9,91.89,63.33,Running
1283,33,2025-02-26,92.29,63.75,76.17,77.88,Running
1284,34,2025-02-26,89.97,84.77,94.52,73.53,Running
1285,35,2025-02-26,68.14,89.89,50.42,83.15,Running
1286,36,2025-02-26,61.98,85.15,98.92,61.92,Offline
1287,37,2025-02-26,58.43,95.01,57.29,66.27,Offline
1288,38,2025-02-26,95.73,86.8,91.82,74.22,Running
1289,39,2025-02-26,92.36,84.62,68.2,78.93,Offline
1290,40,2025-02-26,77.27,86.71,55.38,55.43,Running
1291,41,2025-02-26,50.1,93.26,91.27,97.63,Running
1292,42,2025-02-26,93.46,59.13,79.83,92.32,Offline
1293,43,2025-02-26,83.53,72.92,86.11,53.14,Running
1294,44,2025-02-26,69.88,95.39,60.26,89.57,Running
1295,45,2025-02-26,93.9,86.15,65.44,99.83,Running
1296,46,2025-02-26,63.1,66.11,96.39,57.89,Running
1297,47,2025-02-26,95.33,91.02,54.14,87.01,Running
1298,48,2025-02-26,81.73,69.54,84.23,94.42,Running
1299,49,2025-02-26,74.58,55.51,83.23,96.22,Offline
1300,50,2025-02-26,60.83,86.53,55.04,59.44,Running
1301,1,2025-02-27,58.27,70.64,77.18,70.49,Running
1302,2,2025-02-27,99.67,84.14,98.67,60.37,Running
1303,3,2025-02-27,64.92,50.74,98.09,97.67,Running
1304,4,2025-02-27,72.56,95.67,53.97,84.82,Running
1305,5,2025-02-27,77.86,73.48,90.86,84.61,Running
1306,6,2025-02-27,92.34,54.43,63.81,71.97,Running
1307,7,2025-02-27,71.16,86.54,90.67,92.62,Running
1308,8,2025-02-27,85.75,81.29,51.54,73.78,Offline
1309,9,2025-02-27,84.57,58.81,58.22,89.68,Running
1310,10,2025-02-27,53.18,65.16,72.94,68.17,Running
1311,11,2025-02-27,70.13,63.4,83.55,91.23,Running
1312,12,2025-02-27,88.69,58.88,88.85,63.72,Offline
1313,13,2025-02-27,86.47,73.82,58.53,97.72,Running
1314,14,2025-02-27,86.55,89.4,75.69,87.58,Offline
1315,15,2025-02-27,61.25,96.25,94.62,56.98,Running
1316,16,2025-02-27,67.38,79.58,98.05,54.19,Running
1317,17,2025-02-27,98.89,80.25,72.74,71.02,Running
1318,18,2025-02-27,79.56,90.39,59.88,69.56,Offline
1319,19,2025-02-27,96.18,57.68,90.46,85.1,Offline
1320,20,2025-02-27,72.12,93.09,92.78,55.8,Offline
1321,21,2025-02-27,74.07,59.49,58.73,88.63,Running
1322,22,2025-02-27,57.9,93.09,86.4,81.9,Running
1323,23,2025-02-27,93.66,97.43,81.07,68.16,Running
1324,24,2025-02-27,52.13,68.82,99.2,68.67,Offline
1325,25,2025-02-27,58.64,60.86,66.33,69.32,Running
1326,26,2025-02-27,54.64,59.47,85.36,92.58,Offline
1327,27,2025-02-27,88.81,83.34,72.86,64.46,Running
1328,28,2025-02-27,52.63,91.64,79.54,90.2,Running
1329,29,2025-02-27,74.57,84.28,93.79,69.8,Offline
1330,30,2025-02-27,79.76,84.49,82.59,70.08,Running
1331,31,2025-02-27,50.18,61.67,73.32,80.71,Running
1332,32,2025-02-27,79.44,88.04,53.61,84.32,Offline
1333,33,2025-02-27,84.69,95.6,86.47,75.85,Running
1334,34,2025-02-27,82.62,68.14,85.9,72.2,Offline
1335,35,2025-02-27,55.9,58.58,76.0,52.35,Running
1336,36,2025-02-27,65.26,91.07,97.22,67.31,Running
1337,37,2025-02-27,60.81,94.3,50.0,68.07,Running
1338,38,2025-02-27,91.36,88.39,85.83,84.98,Offline
1339,39,2025-02-27,71.55,67.95,59.7,92.25,Offline
1340,40,2025-02-27,79.54,72.87,80.53,62.6,Running
1341,41,2025-02-27,92.85,63.12,65.24,85.96,Running
1342,42,2025-02-27,82.77,71.45,97.32,53.13,Running
1343,43,2025-02-27,86.49,56.75,64.18,51.31,Offline
1344,44,2025-02-27,90.24,68.28,74.95,99.92,Offline
1345,45,2025-02-27,51.71,66.17,83.9,77.36,Running
1346,46,2025-02-27,64.78,56.42,90.11,96.55,Running
1347,47,2025-02-27,90.3,89.38,69.46,53.59,Offline
1348,48,2025-02-27,54.12,63.66,97.98,72.92,Offline
1349,49,2025-02-27,81.2,85.15,60.53,65.39,Running
1350,50,2025-02-27,79.45,84.14,82.68,64.37,Running
1351,1,2025-02-28,50.37,83.58,70.48,69.34,Running
1352,2,2025-02-28,51.3,94.58,63.15,74.53,Offline
1353,3,2025-02-28,89.88,77.01,77.38,61.81,Offline
1354,4,2025-02-28,53.44,79.13,69.69,86.92,Offline
1355,5,2025-02-28,71.08,63.86,80.58,89.5,Offline
1356,6,2025-02-28,70.87,68.16,82.32,99.38,Offline
1357,7,2025-02-28,59.08,53.36,66.04,83.54,Running
1358,8,2025-02-28,83.35,89.47,92.72,50.16,Offline
1359,9,2025-02-28,64.67,85.85,58.32,73.53,Offline
1360,10,2025-02-28,82.6,84.57,92.66,96.31,Offline
1361,11,2025-02-28,75.62,63.16,60.14,88.2,Running
1362,12,2025-02-28,62.69,54.04,95.77,79.77,Offline
1363,13,2025-02-28,70.88,60.29,77.49,94.52,Offline
1364,14,2025-02-28,74.61,63.46,99.27,70.53,Running
1365,15,2025-02-28,66.89,53.18,76.25,87.49,Running
1366,16,2025-02-28,73.46,98.0,81.96,99.29,Offline
1367,17,2025-02-28,80.52,73.4,63.8,90.02,Offline
1368,18,2025-02-28,95.03,59.36,60.45,86.84,Offline
1369,19,2025-02-28,80.53,50.29,73.99,71.61,Offline
1370,20,2025-02-28,85.85,95.04,84.5,88.05,Running
1371,21,2025-02-28,77.51,59.12,98.73,79.48,Offline
1372,22,2025-02-28,68.11,55.88,67.71,96.43,Running
1373,23,2025-02-28,51.42,64.17,72.71,80.4,Offline
1374,24,2025-02-28,97.75,52.42,84.81,81.66,Running
1375,25,2025-02-28,73.42,89.98,56.2,65.6,Offline
1376,26,2025-02-28,86.02,61.63,65.8,93.24,Offline
1377,27,2025-02-28,75.59,69.32,68.3,79.64,Running
1378,28,2025-02-28,87.4,97.45,54.36,65.2,Running
1379,29,2025-02-28,72.89,91.56,94.4,56.45,Running
1380,30,2025-02-28,86.23,84.01,96.09,89.67,Offline
1381,31,2025-02-28,78.9,75.91,92.17,78.38,Offline
1382,32,2025-02-28,58.42,51.32,58.78,53.61,Offline
1383,33,2025-02-28,57.05,64.42,72.72,68.82,Offline
1384,34,2025-02-28,50.15,50.25,61.41,64.61,Running
1385,35,2025-02-28,64.64,91.4,74.08,74.1,Offline
1386,36,2025-02-28,82.41,72.27,85.18,58.17,Running
1387,37,2025-02-28,97.61,57.96,66.76,73.83,Running
1388,38,2025-02-28,64.97,64.09,67.28,80.69,Running
1389,39,2025-02-28,72.99,85.21,87.51,98.46,Offline
1390,40,2025-02-28,65.03,82.86,56.27,99.04,Running
1391,41,2025-02-28,79.64,85.14,96.2,70.56,Running
1392,42,2025-02-28,99.43,86.01,60.35,81.47,Running
1393,43,2025-02-28,95.61,64.27,67.12,79.91,Running
1394,44,2025-02-28,61.12,67.47,80.98,68.91,Running
1395,45,2025-02-28,55.21,88.45,58.38,66.88,Running
1396,46,2025-02-28,87.5,61.79,53.73,97.32,Running
1397,47,2025-02-28,80.76,69.38,82.76,80.66,Running
1398,48,2025-02-28,79.45,80.91,99.07,91.82,Offline
1399,49,2025-02-28,54.77,80.58,90.97,77.24,Offline
1400,50,2025-02-28,87.13,56.17,58.22,90.93,Running
1401,1,2025-03-01,57.39,74.26,99.1,61.99,Offline
1402,2,2025-03-01,98.81,84.18,73.1,95.91,Offline
1403,3,2025-03-01,92.8,59.71,76.33,97.89,Running
1404,4,2025-03-01,68.85,77.01,76.3,89.65,Offline
1405,5,2025-03-01,57.02,84.38,74.97,89.62,Running
1406,6,2025-03-01,53.44,86.69,59.15,59.13,Offline
1407,7,2025-03-01,82.21,50.32,52.41,94.94,Running
1408,8,2025-03-01,73.67,96.66,80.22,61.74,Running
1409,9,2025-03-01,72.06,86.53,52.21,76.53,Running
1410,10,2025-03-01,50.32,70.68,78.24,77.86,Running
1411,11,2025-03-01,80.71,54.61,59.15,56.63,Offline
1412,12,2025-03-01,52.38,89.91,62.97,68.75,Running
1413,13,2025-03-01,64.01,72.76,77.65,98.03,Running
1414,14,2025-03-01,96.61,58.37,50.06,88.16,Offline
1415,15,2025-03-01,90.48,80.85,94.13,67.25,Offline
1416,16,2025-03-01,74.38,86.82,89.46,93.3,Offline
1417,17,2025-03-01,59.92,89.78,90.94,50.84,Offline
1418,18,2025-03-01,62.76,98.18,96.02,69.48,Running
1419,19,2025-03-01,77.51,67.85,67.9,59.49,Offline
1420,20,2025-03-01,55.92,82.63,78.25,75.55,Offline
1421,21,2025-03-01,98.8,81.0,93.25,96.1,Running
1422,22,2025-03-01,82.56,73.57,95.07,75.3,Running
1423,23,2025-03-01,76.62,99.21,59.21,84.92,Offline
1424,24,2025-03-01,81.35,84.18,62.46,87.99,Offline
1425,25,2025-03-01,77.42,96.02,89.54,54.45,Running
1426,26,2025-03-01,66.54,74.5,56.05,94.45,Running
1427,27,2025-03-01,58.58,61.12,77.16,87.56,Offline
1428,28,2025-03-01,98.39,97.74,87.13,80.22,Offline
1429,29,2025-03-01,57.35,71.18,56.78,71.9,Running
1430,30,2025-03-01,90.5,90.18,76.83,81.69,Running
1431,31,2025-03-01,63.75,54.31,73.84,57.03,Offline
1432,32,2025-03-01,92.27,66.57,81.49,57.43,Running
1433,33,2025-03-01,98.56,94.27,78.52,82.0,Running
1434,34,2025-03-01,97.81,72.78,69.95,52.6,Running
1435,35,2025-03-01,97.61,55.98,58.3,68.2,Offline
1436,36,2025-03-01,98.3,94.41,97.76,55.7,Offline
1437,37,2025-03-01,90.97,96.96,97.29,74.11,Running
1438,38,2025-03-01,55.43,68.55,69.55,66.48,Offline
1439,39,2025-03-01,81.16,77.66,73.17,67.98,Running
1440,40,2025-03-01,73.06,93.71,81.37,64.17,Running
1441,41,2025-03-01,52.14,77.81,72.72,96.94,Offline
1442,42,2025-03-01,52.24,74.67,62.21,63.2,Offline
1443,43,2025-03-01,73.49,50.45,61.03,53.09,Running
1444,44,2025-03-01,69.38,90.35,94.33,81.25,Offline
1445,45,2025-03-01,59.44,86.44,67.26,95.75,Offline
1446,46,2025-03-01,58.81,74.78,82.49,78.46,Running
1447,47,2025-03-01,99.56,83.08,50.56,67.41,Running
1448,48,2025-03-01,88.09,70.36,88.16,78.98,Running
1449,49,2025-03-01,50.12,51.66,90.89,86.62,Offline
1450,50,2025-03-01,70.1,73.48,94.0,65.65,Offline
1451,1,2025-03-02,79.19,90.03,97.67,86.46,Running
1452,2,2025-03-02,70.16,99.18,81.72,95.56,Running
1453,3,2025-03-02,68.4,91.09,54.18,81.96,Offline
1454,4,2025-03-02,78.34,96.36,95.17,65.97,Offline
1455,5,2025-03-02,65.81,67.21,75.16,86.4,Offline
1456,6,2025-03-02,75.5,84.34,86.37,77.42,Running
1457,7,2025-03-02,63.15,55.81,76.94,51.77,Offline
1458,8,2025-03-02,68.15,65.61,70.69,83.14,Offline
1459,9,2025-03-02,70.81,87.57,96.21,91.75,Offline
1460,10,2025-03-02,80.88,67.73,70.21,91.12,Offline
1461,11,2025-03-02,62.23,84.64,66.25,66.16,Offline
1462,12,2025-03-02,68.43,61.74,90.93,96.73,Offline
1463,13,2025-03-02,66.07,81.24,58.85,93.34,Running
1464,14,2025-03-02,91.57,98.08,85.41,78.17,Offline
1465,15,2025-03-02,96.65,64.89,67.62,74.34,Running
1466,16,2025-03-02,71.1,68.27,66.98,71.0,Offline
1467,17,2025-03-02,81.54,73.74,65.02,93.99,Offline
1468,18,2025-03-02,87.08,65.66,52.81,95.49,Running
1469,19,2025-03-02,70.36,87.31,54.88,90.76,Offline
1470,20,2025-03-02,62.44,94.32,52.33,89.49,Running
